Gene_ID	binary
23389	0
6545	0
-	0
55741	0
1875	0
160851	0
8612	0
6598	0
64318	0
91947	0
81033	0
57573	0
6583	0
-	0
8693	0
51360	0
28960	0
3486	0
1767	0
2938	0
5136	0
1892	0
